RED,/eos/cp/1/fire
ORANGE,/eos/cp/2/fire
YELLOW,/eos/cp/3/fire
LIME,/eos/cp/4/fire
GREEN,/eos/cp/5/fire
LIGHT BLUE,/eos/cp/6/fire
DARK BLUE,/eos/cp/7/fire
PURPLE,/eos/cp/8/fire
TURN OFF,/eos/ip/1/fire
BRIGHT,/eos/ip/3/fire
DIM,/eos/ip/2/fire
